Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1724815333588,800,800,800,836,835,815,850,808,800,800,805,800,801,800,841,800,818,1614,802,800,827,980,863,800,952,823,816,821,800,1003,800,806,4.761904716491699,4.761904716491699,0,4.545454502105713,0,0,0,4.545454502105713,0,0,4.545454502105713,8.69565200805664,4.761904716491699,4.761904716491699,4.761904716491699,4.545454502105713,4.545454502105713,4.545454502105713,0,0,4.761904716491699,4.761904716491699,0,0,4.545454502105713,4.545454502105713,0,8.69565200805664,0,4.761904716491699,4.545454502105713,4.545454502105713,60221.17639160156,44254.11804199219,0,404335509504,0,27294306304,0
199,1724815333588,800,800,800,836,835,815,850,808,800,800,805,800,801,800,841,800,818,1614,802,800,827,980,863,800,952,823,816,821,800,1003,800,806,4.761904716491699,4.761904716491699,0,4.545454502105713,0,0,0,4.545454502105713,0,0,4.545454502105713,8.69565200805664,4.761904716491699,4.761904716491699,4.761904716491699,4.545454502105713,4.545454502105713,4.545454502105713,0,0,4.761904716491699,4.761904716491699,0,0,4.545454502105713,4.545454502105713,0,8.69565200805664,0,4.761904716491699,4.545454502105713,4.545454502105713,60221.187744140625,44254.13897705078,0,404335509504,0,27294420992,0
199,1724815333788,800,800,800,836,835,815,850,808,800,800,805,800,801,800,841,800,818,1614,802,800,827,980,863,800,952,823,816,821,800,1003,800,806,0,0,95.45454406738281,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,60223.121032714844,44258.206298828125,0,404335509504,0,27300257792,0
199,1724815333988,800,800,800,836,835,815,850,808,800,800,805,800,801,800,841,800,818,1614,802,800,827,980,863,800,952,823,816,821,800,1003,800,806,0,0,100,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60225.05438232422,44262.777587890625,0,404335509504,0,27300257792,0
199,1724815334189,800,800,800,836,835,815,850,808,800,800,805,800,801,800,841,800,818,1614,802,800,827,980,863,800,952,823,816,821,800,1003,800,806,0,4.761904716491699,100,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,5,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,60227.007263183594,44267.917236328125,0,404335509504,0,27300265984,0
199,1724815334389,800,800,800,836,835,815,850,808,800,800,805,800,801,800,841,800,818,1614,802,800,827,980,863,800,952,823,816,821,800,1003,800,806,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.523809432983398,0,0,0,0,0,0,0,0,0,0,60228.92364501953,44273.05871582031,0,404335509504,0,27300265984,0
199,1724815334589,800,800,800,836,835,815,850,808,800,800,805,800,801,800,841,800,818,1614,802,800,827,980,863,800,952,823,816,821,800,1003,800,806,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60230.89239501953,44278.12823486328,0,404335509504,0,27300265984,0
199,1724815334789,800,800,800,836,835,815,850,808,800,800,805,800,801,800,841,800,818,1614,802,800,827,980,863,800,952,823,816,821,800,1003,800,806,0,0,100,0,0,0,0,4.761904716491699,9.090909004211426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,4.761904716491699,0,0,60232.879638671875,44283.237243652344,0,404335509504,0,27300265984,0
199,1724815334989,800,800,800,836,835,815,850,808,800,800,805,800,801,800,841,800,818,1614,802,800,827,980,863,800,952,823,816,821,800,1003,800,806,0,0,100,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,0,60234.79119873047,44288.45422363281,0,404335509504,0,27300270080,0
199,1724815335189,800,800,800,836,835,815,850,808,800,800,805,800,801,800,841,800,818,1614,802,800,827,980,863,800,952,823,816,821,800,1003,800,806,0,0,100,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,0,0,60236.66955566406,44293.662048339844,0,404335509504,0,27300274176,0
