Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
500,1721596988373,3696,3731,3840,3747,3659,3525,3525,3525,0,0,100,0,0,100,0,0,24296.20477294922,165850.80908203125,135424.10021972656,5048.4261474609375,16532025344,4294963200,3856449536,815067136
500,1721596988873,3696,3731,3840,3747,3659,3525,3525,3525,0,0,100,0,0,100,0,0,24296.37677001953,165860.8706665039,135433.77447509766,5048.4261474609375,16532025344,4294963200,3856449536,815067136
500,1721596989373,3696,3731,3840,3747,3659,3525,3525,3525,0,0,100,1.9607844352722168,0,100,0,1.9607844352722168,24296.558166503906,165871.15887451172,135443.56256103516,5048.4298095703125,16532025344,4294963200,3856449536,815067136
500,1721596989873,3696,3731,3840,3747,3659,3525,3525,3525,0,0,100,0,0,100,0,0,24296.729736328125,165881.19604492188,135453.21716308594,5048.4298095703125,16532025344,4294963200,3856449536,815067136
500,1721596990373,3696,3731,3840,3747,3659,3525,3525,3525,0,0,100,0,0,100,0,0,24296.9013671875,165891.27178955078,135462.90502929688,5048.4298095703125,16532025344,4294963200,3856449536,815067136
500,1721596990873,3696,3731,3840,3747,3659,3525,3525,3525,0,0,100,0,0,100,0,0,24297.075073242188,165901.35162353516,135472.59936523438,5048.4298095703125,16532025344,4294963200,3856449536,815067136
500,1721596991374,3696,3731,3840,3747,3659,3525,3525,3525,0,66.66667175292969,100,0,2,34,0,0,24297.250732421875,165911.46002197266,135482.3018798828,5048.43310546875,16532025344,4294963200,3856678912,815067136
500,1721596991874,3696,3731,3840,3747,3659,3525,3525,3525,2,100,100,0,0,0,1.9607844352722168,0,24297.425354003906,165921.50555419922,135491.95098876953,5048.43310546875,16532025344,4294963200,3856678912,815067136
500,1721596992374,3696,3731,3840,3747,3659,3525,3525,3525,0,15.686275482177734,100,0,0,84,0,0,24297.59686279297,165931.52960205078,135501.59210205078,5048.43310546875,16532025344,4294963200,3856678912,815067136
499,1721596992874,3696,3731,3840,3747,3659,3525,3525,3525,0,0,100,0,0,100,0,0,24297.768493652344,165941.65924072266,135511.18688964844,5048.43310546875,16532025344,4294963200,3856678912,815067136
500,1721596993374,3696,3731,3840,3747,3659,3525,3525,3525,0,0,71.42857360839844,0,0,100,30.000001907348633,0,24297.939453125,165951.6632080078,135520.8006591797,5048.43310546875,16532025344,4294963200,3856678912,815067136
500,1721596993874,3696,3731,3840,3747,3659,3525,3525,3525,0,0,0,0,0,100,100,0,24298.111206054688,165961.71966552734,135530.4766845703,5048.43310546875,16532025344,4294963200,3856678912,815067136
500,1721596994374,3696,3731,3840,3747,3659,3525,3525,3525,0,0,0,0,0,100,100,0,24298.28253173828,165971.71838378906,135540.08850097656,5048.43310546875,16532025344,4294963200,3856678912,815067136
500,1721596994874,3696,3731,3840,3747,3659,3525,3525,3525,0,0,0,0,0,100,100,1.9607844352722168,24298.455322265625,165981.86309814453,135549.72583007813,5048.43310546875,16532025344,4294963200,3856678912,815067136
500,1721596995374,3696,3731,3840,3747,3659,3525,3525,3525,0,0,0,0,0,100,100,0,24298.626403808594,165991.84020996094,135559.29327392578,5048.43310546875,16532025344,4294963200,3856670720,815067136
500,1721596995874,3696,3731,3840,3747,3659,3525,3525,3525,0,0,0,1.9607844352722168,0,100,100,0,24298.800720214844,166001.81915283203,135568.88891601563,5048.43310546875,16532025344,4294963200,3856666624,815067136
