Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1724725387090,800,800,800,967,1291,800,857,815,799,800,800,1000,800,799,800,817,799,819,878,800,885,902,799,971,818,1074,800,800,842,800,830,820,0,4.545454502105713,4.545454502105713,9.090909004211426,0,4.545454502105713,0,0,0,0,0,4.545454502105713,8.69565200805664,0,0,4.545454502105713,8.69565200805664,0,4.761904716491699,8.69565200805664,0,4.545454502105713,4.545454502105713,4.545454502105713,4.761904716491699,4.761904716491699,4.545454502105713,4.545454502105713,4.545454502105713,8.69565200805664,4.545454502105713,4.545454502105713,143176.86297607422,241328.70141601563,0,404335509504,0,27076370432,0
199,1724725387090,800,800,800,967,1291,800,857,815,799,800,800,1000,800,799,800,817,799,819,878,800,885,902,799,971,818,1074,800,800,842,800,830,820,0,4.545454502105713,4.545454502105713,9.090909004211426,0,4.545454502105713,0,0,0,0,0,4.545454502105713,8.69565200805664,0,0,4.545454502105713,8.69565200805664,0,4.761904716491699,8.69565200805664,0,4.545454502105713,4.545454502105713,4.545454502105713,4.761904716491699,4.761904716491699,4.545454502105713,4.545454502105713,4.545454502105713,8.69565200805664,4.545454502105713,4.545454502105713,143176.87432861328,241328.7227783203,0,404335509504,0,27076481024,0
199,1724725387290,800,800,800,967,1291,800,857,815,799,800,800,1000,800,799,800,817,799,819,878,800,885,902,799,971,818,1074,800,800,842,800,830,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,143178.78204345703,241332.81842041016,0,404335509504,0,27079987200,0
199,1724725387490,800,800,800,967,1291,800,857,815,799,800,800,1000,800,799,800,817,799,819,878,800,885,902,799,971,818,1074,800,800,842,800,830,820,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,4.761904716491699,100,0,0,0,0,0,0,4.761904716491699,0,0,0,143180.6522216797,241337.31701660156,0,404335509504,0,27079991296,0
199,1724725387690,800,800,800,967,1291,800,857,815,799,800,800,1000,800,799,800,817,799,819,878,800,885,902,799,971,818,1074,800,800,842,800,830,820,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,143182.59045410156,241342.41845703125,0,404335509504,0,27079991296,0
199,1724725387890,800,800,800,967,1291,800,857,815,799,800,800,1000,800,799,800,817,799,819,878,800,885,902,799,971,818,1074,800,800,842,800,830,820,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,143184.56622314453,241347.6351928711,0,404335509504,0,27079991296,0
199,1724725388091,800,800,800,967,1291,800,857,815,799,800,800,1000,800,799,800,817,799,819,878,800,885,902,799,971,818,1074,800,800,842,800,830,820,0,0,2.4390242099761963,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5641026496887207,0,100,2.4390242099761963,0,0,2.4390242099761963,0,2.4390242099761963,0,0,0,0,143186.4974975586,241352.76068115234,0,404335509504,0,27080269824,0
199,1724725388291,800,800,800,967,1291,800,857,815,799,800,800,1000,800,799,800,817,799,819,878,800,885,902,799,971,818,1074,800,800,842,800,830,820,0,0,0,4.761904716491699,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,5,0,0,0,143188.4564819336,241357.92602539063,0,404335509504,0,27080269824,0
199,1724725388491,800,800,800,967,1291,800,857,815,799,800,800,1000,800,799,800,817,799,819,878,800,885,902,799,971,818,1074,800,800,842,800,830,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,143190.39489746094,241363.01922607422,0,404335509504,0,27080273920,0
199,1724725388691,800,800,800,967,1291,800,857,815,799,800,800,1000,800,799,800,817,799,819,878,800,885,902,799,971,818,1074,800,800,842,800,830,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,143192.35107421875,241368.21118164063,0,404335509504,0,27080413184,0
