Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1727608587742,803,1090,876,800,800,799,800,800,800,851,890,850,880,800,800,1145,873,800,799,816,800,799,800,872,800,800,800,800,799,833,800,799,4.1666669845581055,4.34782600402832,4.34782600402832,0,8.69565200805664,0,0,8.69565200805664,4.34782600402832,0,0,8.69565200805664,0,0,4.1666669845581055,4.34782600402832,4.34782600402832,4.34782600402832,4.545454502105713,0,0,0,0,4.34782600402832,4.545454502105713,4.34782600402832,12.5,4.34782600402832,4.1666669845581055,4.34782600402832,0,8.69565200805664,162173.0853881836,188766.55859375,0,404335493120,8589930496,43926073344,0
199,1727608587743,803,1090,876,800,800,799,800,800,800,851,890,850,880,800,800,1145,873,800,799,816,800,799,800,872,800,800,800,800,799,833,800,799,4.1666669845581055,4.34782600402832,4.34782600402832,0,8.69565200805664,0,0,8.69565200805664,4.34782600402832,0,0,8.69565200805664,0,0,4.1666669845581055,4.34782600402832,4.34782600402832,4.34782600402832,4.545454502105713,0,0,0,0,4.34782600402832,4.545454502105713,4.34782600402832,12.5,4.34782600402832,4.1666669845581055,4.34782600402832,0,8.69565200805664,162173.09692382813,188766.58087158203,0,404335493120,8589930496,43926134784,0
199,1727608587943,803,1090,876,800,800,799,800,800,800,851,890,850,880,800,800,1145,873,800,799,816,800,799,800,872,800,800,800,800,799,833,800,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162174.93853759766,188770.62371826172,0,404335493120,8589930496,43941240832,0
199,1727608588143,803,1090,876,800,800,799,800,800,800,851,890,850,880,800,800,1145,873,800,799,816,800,799,800,872,800,800,800,800,799,833,800,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162176.79736328125,188775.0391845703,0,404335493120,8589930496,43959218176,0
199,1727608588343,803,1090,876,800,800,799,800,800,800,851,890,850,880,800,800,1145,873,800,799,816,800,799,800,872,800,800,800,800,799,833,800,799,0,0,0,0,0,0,0,0,0,0,2.4390242099761963,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5641026496887207,162178.6248779297,188780.14239501953,0,404335493120,8589930496,43979653120,0
199,1727608588543,803,1090,876,800,800,799,800,800,800,851,890,850,880,800,800,1145,873,800,799,816,800,799,800,872,800,800,800,800,799,833,800,799,0,0,5,0,0,0,0,0,0,5,0,0,5,10,15.789472579956055,0,0,100,4.761904716491699,0,0,4.761904716491699,5,0,0,5,0,0,0,0,0,0,162180.5606689453,188785.47723388672,0,404335493120,8589930496,43999883264,0
199,1727608588743,803,1090,876,800,800,799,800,800,800,851,890,850,880,800,800,1145,873,800,799,816,800,799,800,872,800,800,800,800,799,833,800,799,0,0,5,0,0,0,0,0,0,5,0,0,5,10,15.789472579956055,0,0,100,4.761904716491699,0,0,4.761904716491699,5,0,0,5,0,0,0,0,0,0,162182.41662597656,188790.5421142578,0,404335493120,8589930496,43943964672,0
199,1727608588943,803,1090,876,800,800,799,800,800,800,851,890,850,880,800,800,1145,873,800,799,816,800,799,800,872,800,800,800,800,799,833,800,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,2.4390242099761963,0,0,0,0,0,0,162184.30334472656,188795.6089477539,0,404335493120,8589930496,43964575744,0
199,1727608589143,803,1090,876,800,800,799,800,800,800,851,890,850,880,800,800,1145,873,800,799,816,800,799,800,872,800,800,800,800,799,833,800,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,5,162186.1904296875,188800.66619873047,0,404335493120,8589930496,43985227776,0
199,1727608589343,803,1090,876,800,800,799,800,800,800,851,890,850,880,800,800,1145,873,800,799,816,800,799,800,872,800,800,800,800,799,833,800,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162188.09143066406,188805.67791748047,0,404335493120,8589930496,44005687296,0
