Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1721596912222,3324,3673,4389,3226,3205,3376,3261,3580,9.375,9.67741870880127,6.45161247253418,9.67741870880127,9.67741870880127,9.375,100,3.4482758045196533,24269.22088623047,164152.22912597656,133787.75537109375,5048.308166503906,16532025344,4294963200,3851526144,815067136
50,1721596912222,3324,3673,4389,3226,3205,3376,3261,3580,9.375,9.67741870880127,6.45161247253418,9.67741870880127,9.67741870880127,9.375,100,3.4482758045196533,24269.22088623047,164152.22912597656,133787.75537109375,5048.308166503906,16532025344,4294963200,3851526144,815067136
50,1721596912272,3324,3673,4389,3226,3205,3376,3261,3580,9.375,9.67741870880127,6.45161247253418,9.67741870880127,9.67741870880127,9.375,100,3.4482758045196533,24269.240844726563,164153.8676147461,133789.36474609375,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912322,3324,3673,4389,3226,3205,3376,3261,3580,9.375,9.67741870880127,6.45161247253418,9.67741870880127,9.67741870880127,9.375,100,3.4482758045196533,24269.258422851563,164155.3914794922,133790.85186767578,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912372,3324,3673,4389,3226,3205,3376,3261,3580,9.375,9.67741870880127,6.45161247253418,9.67741870880127,9.67741870880127,9.375,100,3.4482758045196533,24269.27557373047,164156.81951904297,133792.25189208984,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912422,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.293395996094,164158.24908447266,133793.64587402344,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912473,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.310668945313,164159.6669921875,133795.03295898438,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912523,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.327697753906,164161.091796875,133796.42156982422,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912573,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.344970703125,164162.49774169922,133797.79650878906,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912623,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,4.761904716491699,24269.3623046875,164163.9155883789,133799.1580810547,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912673,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,4.761904716491699,24269.380432128906,164165.3193359375,133800.52612304688,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912723,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,4.761904716491699,24269.397521972656,164166.71649169922,133801.88861083984,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912773,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,4.761904716491699,24269.41455078125,164168.10662841797,133803.24322509766,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912823,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,4.761904716491699,100,0,24269.431579589844,164169.4930419922,133804.6007080078,5048.308166503906,16532025344,4294963200,3855396864,815067136
50,1721596912873,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,4.761904716491699,100,0,24269.448608398438,164170.8814086914,133805.95306396484,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596912923,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,4.761904716491699,100,0,24269.46563720703,164172.26788330078,133807.31201171875,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596912973,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,4.761904716491699,100,0,24269.48272705078,164173.6466064453,133808.65557861328,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913024,3324,3673,4389,3226,3205,3376,3261,3580,38.095237731933594,0,0,0,61.904762268066406,0,100,0,24269.499755859375,164175.0408935547,133810.01586914063,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913074,3324,3673,4389,3226,3205,3376,3261,3580,38.095237731933594,0,0,0,61.904762268066406,0,100,0,24269.51690673828,164176.42211914063,133811.3681640625,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913124,3324,3673,4389,3226,3205,3376,3261,3580,38.095237731933594,0,0,0,61.904762268066406,0,100,0,24269.533935546875,164177.80810546875,133812.71478271484,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913174,3324,3673,4389,3226,3205,3376,3261,3580,38.095237731933594,0,0,0,61.904762268066406,0,100,0,24269.55096435547,164179.19561767578,133814.07049560547,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913224,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.568359375,164180.5830078125,133815.40356445313,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913274,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.585693359375,164181.9678955078,133816.75329589844,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913324,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.603759765625,164183.3614501953,133818.11102294922,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913374,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.620971679688,164184.7388305664,133819.45343017578,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913424,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.63885498047,164186.12561035156,133820.8139038086,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913474,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.656188964844,164187.4970703125,133822.150390625,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913524,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.673217773438,164188.8803100586,133823.50323486328,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913574,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.6904296875,164190.2553100586,133824.8403930664,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913625,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.70770263672,164191.63262939453,133826.18725585938,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913675,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.72479248047,164193.0034790039,133827.52655029297,5048.308166503906,16532025344,4294963200,3855654912,815067136
50,1721596913725,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.741943359375,164194.3837890625,133828.87341308594,5048.308166503906,16532025344,4294963200,3855638528,815067136
50,1721596913775,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.75897216797,164195.7586669922,133830.21435546875,5048.308166503906,16532025344,4294963200,3855638528,815067136
50,1721596913825,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.776489257813,164197.16259765625,133831.55926513672,5048.308166503906,16532025344,4294963200,3855638528,815067136
50,1721596913875,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.793579101563,164198.52435302734,133832.8858642578,5048.308166503906,16532025344,4294963200,3855638528,815067136
50,1721596913925,3324,3673,4389,3226,3205,3376,3261,3580,100,0,0,0,0,0,100,0,24269.810668945313,164199.89184570313,133834.2186279297,5048.308166503906,16532025344,4294963200,3855638528,815067136
