Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_3,CPU_FREQUENCY_30,CPU_FREQUENCY_31,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_3,CPU_USAGE_30,CPU_USAGE_31,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1727491898882,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,9.090909004211426,4.761904716491699,0,0,0,0,4.761904716491699,0,0,0,0,4.761904716491699,0,4.545454502105713,0,0,4.761904716491699,0,0,0,4.545454502105713,0,0,4.761904716491699,0,4.545454502105713,0,0,0,0,0,206953.3480834961,185188.5909423828,0,404335493120,8589930496,23756541952,0
199,1727491898882,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,9.090909004211426,4.761904716491699,0,0,0,0,4.761904716491699,0,0,0,0,4.761904716491699,0,4.545454502105713,0,0,4.761904716491699,0,0,0,4.545454502105713,0,0,4.761904716491699,0,4.545454502105713,0,0,0,0,0,206953.3555908203,185188.63452148438,0,404335493120,8589930496,23756689408,0
199,1727491899083,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206955.21484375,185193.3602294922,0,404335493120,8589930496,23760277504,0
199,1727491899283,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206958.95526123047,185199.33685302734,0,404335493120,8589930496,23760281600,0
199,1727491899483,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206963.21118164063,185206.0200805664,0,404335493120,8589930496,23760281600,0
199,1727491899683,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206967.47204589844,185212.69366455078,0,404335493120,8589930496,23760281600,0
199,1727491899883,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206971.6854248047,185219.38415527344,0,404335493120,8589930496,23760281600,0
199,1727491900083,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206975.8872680664,185226.07623291016,0,404335493120,8589930496,23760281600,0
199,1727491900283,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206980.08520507813,185232.76385498047,0,404335493120,8589930496,23760281600,0
199,1727491900484,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206984.28704833984,185239.46130371094,0,404335493120,8589930496,23760281600,0
199,1727491900684,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206988.47845458984,185246.1450805664,0,404335493120,8589930496,23760285696,0
199,1727491900884,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206992.65234375,185252.82751464844,0,404335493120,8589930496,23760285696,0
199,1727491901084,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,206996.85412597656,185259.51666259766,0,404335493120,8589930496,23760285696,0
199,1727491901284,800,801,800,886,902,820,799,799,800,809,800,1063,800,800,800,863,829,800,800,800,865,870,828,1174,800,800,799,898,855,847,800,800,5,0,0,5,5,5,5,5,5,0,5,50,5.263157844543457,5,0,5,9.523809432983398,5,5,5,4.761904716491699,5,5,55,0,5,5,5.263157844543457,0,0,9.523809432983398,5,207001.18139648438,185266.2677001953,0,404335493120,8589930496,23660347392,0
