Time(ms),Main(mA),Main Voltage(V),
0.025998592376708984,587.9262608078486,5.1115,
0.025998592376708984,589.3457439533345,5.10675,
0.025998592376708984,588.8725829048392,5.104,
0.025998592376708984,590.6469368366966,5.10975,
0.025998592376708984,591.0018076230681,5.1080000000000005,
0.026998519897460938,592.6578712928017,5.10325,
0.026998519897460938,591.0018076230681,5.1085,
0.026998519897460938,591.711549195811,5.1080000000000005,
0.026998519897460938,590.2920660503252,5.10975,
0.026998519897460938,590.5286465745728,5.10925,
0.02799844741821289,586.6250679244864,5.1055,
0.02799844741821289,588.0445510699724,5.1045,
0.02799844741821289,587.6896802836009,5.10325,
0.02799844741821289,583.7861016335146,5.10625,
0.02799844741821289,580.0008132455521,5.1085,
0.028998374938964844,579.2910716728092,5.10675,
0.028998374938964844,578.8179106243139,5.106,
0.028998374938964844,578.2264593136947,5.106,
0.028998374938964844,576.8069761682087,5.10375,
0.028998374938964844,577.7532982651994,5.10525,
0.029999732971191406,578.4630398379423,5.1080000000000005,
0.029999732971191406,589.8189050018299,5.1025,
0.029999732971191406,602.5942533112033,5.107,
0.029999732971191406,584.4958432062575,5.1085,
0.029999732971191406,552.9123432191956,5.112,
0.030999183654785156,536.7065773082312,5.1125,
0.030999183654785156,528.6628394838109,5.10825,
0.030999183654785156,524.7592608337245,5.10875,
0.030999183654785156,526.6519050277058,5.1065000000000005,
0.030999183654785156,540.8467364825651,5.10625,
0.031998395919799805,537.8894799294694,5.10825,
0.031998395919799805,530.3189031535445,5.1125,
0.031998395919799805,526.0604537170867,5.112,
0.031998395919799805,525.4690024064676,5.1105,
0.031998395919799805,523.3397776882387,5.1080000000000005,
0.03299856185913086,524.2860997852292,5.1065000000000005,
0.03299856185913086,528.3079686974394,5.10775,
0.03299856185913086,529.6091615808015,5.1105,
0.03399825096130371,529.3725810565538,5.1085,
0.03399825096130371,534.3407720657547,5.1095,
0.03399825096130371,540.6101559583175,5.11125,
0.03399825096130371,540.255285171946,5.1080000000000005,
0.03399825096130371,534.5773525900023,5.10775,
0.03399825096130371,525.5872926685913,5.1095,
0.03399825096130371,523.8129387367339,5.1057500000000005,
0.034998416900634766,524.9958413579723,5.104,
0.034998416900634766,524.2860997852292,5.11275,
0.034998416900634766,526.1787439792105,5.1135,
0.034998416900634766,522.6300361154956,5.1085,
0.035999298095703125,526.2970342413344,5.10825,
0.035999298095703125,524.8775510958484,5.111,
0.035999298095703125,522.9849069018671,5.11025,
0.035999298095703125,521.5654237563812,5.1105,
0.035999298095703125,524.8775510958484,5.10925,
0.035999298095703125,524.8775510958484,5.11275,
0.03699922561645508,525.9421634549628,5.10975,
0.03699922561645508,525.7055829307152,5.11025,
0.03699922561645508,523.103197163991,5.1125,
0.03699922561645508,522.7483263776195,5.11075,
0.03699922561645508,523.5763582124863,5.1105,
0.03799891471862793,524.1678095231055,5.10625,
0.03799891471862793,522.1568750670003,5.1075,
0.03799891471862793,526.0604537170867,5.10975,
0.03799891471862793,526.2970342413344,5.1115,
0.03799891471862793,524.1678095231055,5.1145000000000005,
0.03899884223937988,522.5117458533718,5.11275,
0.03899884223937988,526.8884855519535,5.10925,
0.03899884223937988,533.0395791823925,5.10425,
0.03899884223937988,529.964032367173,5.105,
0.03899884223937988,538.3626409779647,5.1045,
0.039998531341552734,537.4163188809741,5.1055,
0.039998531341552734,535.4053844248691,5.1045,
0.039998531341552734,533.394449968764,5.1072500000000005,
0.039998531341552734,532.684708396021,5.111,
0.039998531341552734,529.4908713186777,5.109,
0.04099845886230469,529.6091615808015,5.1055,
0.04099845886230469,530.5554836777922,5.1075,
0.04099845886230469,531.1469349884113,5.10475,
0.04099845886230469,534.81393311425,5.1057500000000005,
0.04099845886230469,537.6528994052218,5.1095,
0.04199862480163574,535.4053844248691,5.113,
0.04199862480163574,536.5882870461073,5.1115,
0.04199862480163574,533.9859012793831,5.10775,
0.04199862480163574,530.9103544641636,5.10675,
0.0429990291595459,528.7811297459347,5.10825,
0.0429990291595459,526.4153245034581,5.106,
0.0429990291595459,526.4153245034581,5.1065000000000005,
0.0429990291595459,530.0823226292969,5.11225,
0.0429990291595459,533.394449968764,5.10975,
0.0429990291595459,553.1489237434432,5.1075,
0.04399895668029785,563.5584668103401,5.10525,
0.04399895668029785,550.4282477145952,5.1035,
0.04399895668029785,546.5246690645089,5.1065000000000005,
0.04399895668029785,545.3417664432706,5.1055,
0.04399895668029785,545.2234761811468,5.105,
0.0449984073638916,545.6966372296421,5.1055,
0.0449984073638916,545.9332177538897,5.1085,
0.0449984073638916,545.6966372296421,5.1065000000000005,
0.0449984073638916,545.1051859190229,5.1055,
0.0449984073638916,544.8686053947753,5.1095,
0.045998334884643555,544.2771540841561,5.107,
0.045998334884643555,544.9868956568992,5.10675,
0.045998334884643555,544.8686053947753,5.10425,
0.045998334884643555,545.814927491766,5.1057500000000005,
0.045998334884643555,545.6966372296421,5.11175,
0.04699826240539551,545.2234761811468,5.10925,
0.04699826240539551,544.1588638220323,5.10625,
0.04699826240539551,544.6320248705276,5.10525,
0.04699826240539551,543.9222832977847,5.106,
0.04699826240539551,544.8686053947753,5.10675,
0.04799842834472656,544.7503151326515,5.10325,
0.04799842834472656,544.9868956568992,5.10625,
0.04799842834472656,544.7503151326515,5.10625,
0.04799842834472656,544.5137346084038,5.107,
0.04799842834472656,544.2771540841561,5.10925,
0.048998355865478516,543.9222832977847,5.109,
0.048998355865478516,544.9868956568992,5.105,
0.048998355865478516,544.9868956568992,5.10775,
0.048998355865478516,538.7175117643362,5.10425,
0.048998355865478516,543.9222832977847,5.1035,
0.04999876022338867,546.8795398508804,5.10875,
0.04999876022338867,547.7075716857471,5.11,
0.04999876022338867,554.2135361025577,5.105,
0.04999876022338867,556.6976316071581,5.10775,
0.04999876022338867,559.0634368496346,5.10925,
0.05099892616271973,557.8805342283963,5.1065000000000005,
0.05099892616271973,556.8159218692819,5.104,
0.05099892616271973,557.7622439662725,5.1045,
0.05099892616271973,558.3536952768917,5.11025,
0.05099892616271973,560.7195005193682,5.1072500000000005,
0.05199837684631348,560.6012102572444,5.1045,
0.05199837684631348,559.1817271117584,5.10425,
0.05199837684631348,557.2890829177773,5.10675,
0.05199837684631348,554.5684068889292,5.10775,
0.05199837684631348,550.0733769282238,5.10775,
0.05299806594848633,541.9113488416796,5.10425,
