Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1721596955005,3623,3711,3812,3711,3704,3771,3711,3764,3.125,8.823529243469238,6.25,6.060606002807617,5.882352828979492,3.125,100,9.090909004211426,24284.474365234375,165169.9193725586,134771.14599609375,5048.388366699219,16532025344,4294963200,3833384960,815067136
200,1721596955005,3623,3711,3812,3711,3704,3771,3711,3764,3.125,8.823529243469238,6.25,6.060606002807617,5.882352828979492,3.125,100,9.090909004211426,24284.474365234375,165169.9193725586,134771.15167236328,5048.388366699219,16532025344,4294963200,3833384960,815067136
200,1721596955205,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24284.546142578125,165174.57818603516,134775.64196777344,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596955405,3623,3711,3812,3711,3704,3771,3711,3764,0,0,4.761904716491699,0,0,100,100,0,24284.616271972656,165178.76300048828,134779.67352294922,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596955605,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24284.688537597656,165182.95263671875,134783.7056274414,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596955805,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24284.756774902344,165187.10418701172,134787.70654296875,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596956005,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24284.82501220703,165191.26586914063,134791.71997070313,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596956205,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24284.89306640625,165195.40533447266,134795.71459960938,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596956405,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24284.96209716797,165199.71325683594,134799.71649169922,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596956606,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24285.030700683594,165203.85693359375,134803.71813964844,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596956806,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24285.099670410156,165207.99737548828,134807.71508789063,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596957006,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24285.167846679688,165212.14392089844,134811.71459960938,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596957206,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24285.23602294922,165216.30072021484,134815.71716308594,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596957406,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24285.304748535156,165220.45233154297,134819.72119140625,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596957606,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,4.761904716491699,100,100,0,24285.373901367188,165224.607421875,134823.72467041016,5048.388366699219,16532025344,4294963200,3839062016,815067136
200,1721596957806,3623,3711,3812,3711,3704,3771,3711,3764,0,5,0,0,0,100,100,0,24285.442443847656,165228.75268554688,134827.71551513672,5048.388366699219,16532025344,4294963200,3839053824,815067136
200,1721596958006,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24285.51092529297,165232.90411376953,134831.71899414063,5048.388366699219,16532025344,4294963200,3839049728,815067136
200,1721596958206,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24285.57928466797,165237.03729248047,134835.71197509766,5048.388366699219,16532025344,4294963200,3839049728,815067136
200,1721596958406,3623,3711,3812,3711,3704,3771,3711,3764,0,0,0,0,0,100,100,0,24285.64874267578,165241.1806640625,134839.7103881836,5048.388366699219,16532025344,4294963200,3839049728,815067136
