Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1721596891177,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.78240966797,163682.25592041016,133333.74505615234,5048.27685546875,16532025344,4294963200,3836350464,815067136
10,1721596891177,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.78240966797,163682.25592041016,133333.74505615234,5048.27685546875,16532025344,4294963200,3836350464,815067136
10,1721596891187,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.786987304688,163682.45831298828,133333.94915771484,5048.27685546875,16532025344,4294963200,3839705088,815067136
10,1721596891197,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.790954589844,163682.68670654297,133334.17706298828,5048.27685546875,16532025344,4294963200,3840483328,815067136
10,1721596891208,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.794372558594,163682.92907714844,133334.41247558594,5048.27685546875,16532025344,4294963200,3840483328,815067136
10,1721596891218,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.798217773438,163683.18634033203,133334.6650390625,5048.27685546875,16532025344,4294963200,3840483328,815067136
10,1721596891228,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.80157470703,163683.43969726563,133334.91778564453,5048.27685546875,16532025344,4294963200,3840483328,815067136
10,1721596891238,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.805419921875,163683.7191772461,133335.16271972656,5048.27685546875,16532025344,4294963200,3840483328,815067136
10,1721596891248,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.809020996094,163683.97589111328,133335.42016601563,5048.27685546875,16532025344,4294963200,3840483328,815067136
10,1721596891258,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.812377929688,163684.23022460938,133335.6678466797,5048.27685546875,16532025344,4294963200,3840483328,815067136
10,1721596891268,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.816040039063,163684.4874267578,133335.91845703125,5048.27685546875,16532025344,4294963200,3840483328,815067136
10,1721596891278,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.819458007813,163684.73834228516,133336.17010498047,5048.27685546875,16532025344,4294963200,3840483328,815067136
10,1721596891288,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.822875976563,163684.9952392578,133336.42291259766,5048.27685546875,16532025344,4294963200,3840483328,815067136
10,1721596891298,4200,4200,4200,4200,4467,4200,4467,4200,6.25,9.090909004211426,6.060606002807617,6.060606002807617,6.25,9.090909004211426,9.090909004211426,6.25,24261.826293945313,163685.2525024414,133336.6781616211,5048.27685546875,16532025344,4294963200,3840483328,815067136
